interaction_type,duration,page_or_product,age,converted
12,93.5,26,42.0,1
12,24.0,19,29.0,1
2,19.0,9,19.0,0
13,162.0,20,39.0,0
7,4.0,21,47.0,0
3,24.0,9,42.0,0
12,48.5,26,39.0,1
10,9.0,25,18.0,0
11,200.0,6,53.0,0
5,54.5,18,38.0,0
5,114.0,27,39.0,0
9,55.0,2,59.0,0
6,119.0,27,26.0,0
12,96.0,22,18.0,1
12,8.0,18,37.0,1
12,93.5,18,32.0,1
9,54.0,22,44.0,0
2,83.0,32,20.0,0
12,138.0,28,18.0,1
12,64.0,3,25.0,1
7,5.0,19,38.0,0
13,265.0,24,43.0,0
8,1.0,22,35.0,0
11,139.0,0,25.0,0
12,84.5,18,32.0,1
12,73.0,25,40.0,1
12,35.0,18,33.0,1
11,213.0,29,35.0,0
7,5.0,18,30.0,0
4,37.0,32,20.0,0
4,33.0,12,46.0,0
11,70.0,29,40.0,0
12,59.0,21,45.0,1
1,2.0,9,32.0,0
11,122.0,8,28.0,0
2,77.0,9,35.0,0
8,3.0,18,18.0,0
13,265.0,5,38.0,0
12,86.0,9,25.0,1
6,164.0,27,26.0,0
9,55.0,18,30.0,0
12,143.0,32,43.0,1
5,34.0,21,28.0,0
7,4.0,21,29.0,0
7,4.0,30,31.0,0
0,2.0,20,31.0,0
8,1.0,16,25.0,0
12,38.5,18,39.0,1
12,44.0,4,41.0,1
12,109.5,18,46.0,1
6,58.0,22,51.0,0
6,68.0,16,19.0,0
12,9.0,21,42.0,1
12,81.0,3,25.0,1
12,92.0,3,25.0,1
7,7.0,21,45.0,0
10,2.0,6,18.0,0
8,4.0,18,48.0,0
7,4.0,16,35.0,0
12,121.0,12,23.0,1
8,7.0,31,31.0,0
12,161.0,27,37.0,1
10,7.0,13,28.0,0
6,106.0,27,48.0,0
11,260.0,6,38.0,0
8,5.0,21,43.0,0
3,38.0,11,34.0,0
6,37.0,27,50.0,0
6,38.0,21,49.0,0
12,23.0,21,37.0,1
7,2.0,18,38.0,0
2,67.0,28,30.0,0
7,2.0,19,26.0,0
1,5.0,7,18.0,0
12,108.0,21,44.0,1
12,134.0,32,30.0,1
12,77.0,6,46.0,1
6,10.0,27,40.0,0
3,55.0,9,29.0,0
12,18.5,21,36.0,1
12,14.0,27,38.0,1
12,30.5,27,33.0,1
8,1.0,16,38.0,0
12,48.5,17,37.0,1
12,36.0,18,40.0,1
12,29.0,18,35.0,1
5,28.0,3,32.0,0
4,59.0,0,33.0,0
12,60.0,20,36.0,1
12,139.0,22,27.0,1
3,60.0,32,56.0,0
12,59.0,22,31.0,1
12,226.0,6,37.0,1
1,1.0,10,42.0,0
1,4.0,13,31.0,0
12,44.0,18,37.0,1
12,160.0,6,42.0,1
12,129.0,20,33.0,1
2,108.0,23,35.0,0
12,19.0,18,42.0,1
12,68.0,17,31.0,1
12,69.5,21,34.0,1
1,7.0,10,45.0,0
7,6.0,26,28.0,0
9,24.0,19,37.0,0
2,116.0,9,41.0,0
6,94.0,26,33.0,0
12,265.0,10,18.0,1
12,83.0,18,36.0,1
12,60.0,16,32.0,1
2,28.0,32,29.0,0
3,10.0,23,30.0,0
13,262.0,12,18.0,0
12,265.0,10,41.0,1
12,214.0,24,33.0,1
12,77.0,0,45.0,1
7,6.0,27,30.0,0
13,193.0,6,34.0,0
11,84.0,8,18.0,0
12,64.0,18,40.0,1
12,80.0,6,20.0,1
6,83.0,18,30.0,0
3,5.0,11,31.0,0
6,121.0,30,36.0,0
13,263.0,0,20.0,0
12,111.0,11,24.0,1
12,7.5,18,33.0,1
6,11.0,18,33.0,0
2,75.0,24,41.0,0
6,36.0,31,39.0,0
12,9.5,31,45.0,1
2,54.0,25,25.0,0
12,64.0,27,31.0,1
0,5.0,28,41.0,0
12,15.0,18,31.0,1
12,65.0,27,41.0,1
12,37.0,19,25.0,1
12,112.0,31,57.0,1
4,24.0,8,20.0,0
12,11.0,4,29.0,1
12,32.0,22,27.0,1
12,20.0,16,40.0,1
12,39.0,27,28.0,1
13,265.0,14,42.0,0
0,2.0,14,21.0,0
12,90.0,15,34.0,1
11,211.0,9,30.0,0
11,129.0,11,18.0,0
12,102.0,27,22.0,1
12,10.0,31,46.0,1
11,62.0,29,29.0,0
12,60.0,18,40.0,1
6,32.0,2,43.0,0
12,57.0,18,45.0,1
9,23.0,27,49.0,0
11,144.0,28,51.0,0
2,71.0,9,34.0,0
12,45.0,4,36.0,1
12,21.0,23,43.0,1
12,7.0,18,32.0,1
12,98.0,18,41.0,1
12,86.0,21,38.0,1
12,162.0,21,32.0,1
12,83.0,26,35.0,1
2,13.0,10,19.0,0
13,264.0,6,26.0,0
6,180.0,18,45.0,0
12,45.0,18,31.0,1
11,225.0,8,32.0,0
11,115.0,32,49.0,0
6,121.0,22,47.0,0
12,8.0,3,33.0,1
12,16.5,22,60.0,1
12,45.0,27,30.0,1
12,65.0,18,41.0,1
12,74.0,21,40.0,1
12,80.5,19,22.0,1
7,3.0,19,25.0,0
10,7.0,25,23.0,0
2,6.0,29,29.0,0
3,51.0,28,54.0,0
12,29.0,26,34.0,1
7,10.0,27,31.0,0
12,131.0,26,44.0,1
3,56.0,11,33.0,0
3,20.0,24,18.0,0
6,161.0,27,39.0,0
12,60.0,19,18.0,1
12,148.0,32,33.0,1
12,155.0,18,38.0,1
10,4.0,6,18.0,0
12,98.5,21,41.0,1
12,43.0,18,37.0,1
0,3.0,11,32.0,0
6,89.0,22,34.0,0
12,130.0,18,37.0,1
11,181.0,10,46.0,0
12,28.5,18,40.0,1
12,68.0,0,41.0,1
8,5.0,21,27.0,0
6,80.0,19,27.0,0
13,100.5,27,50.0,0
12,94.0,22,33.0,1
7,8.0,30,28.0,0
12,50.0,3,41.0,1
8,8.0,27,31.0,0
12,5.5,27,31.0,1
12,8.0,18,47.0,1
9,53.0,31,22.0,0
11,96.0,7,37.0,0
8,4.0,19,55.0,0
7,5.0,16,38.0,0
7,1.0,16,18.0,0
3,20.0,20,39.0,0
12,65.0,28,36.0,1
4,32.0,6,37.0,0
12,84.0,21,38.0,1
4,24.0,7,34.0,0
12,45.0,21,39.0,1
6,109.0,22,35.0,0
10,2.0,28,25.0,0
8,9.0,21,41.0,0
2,60.0,0,28.0,0
12,7.0,19,26.0,1
11,181.0,9,39.0,0
6,82.0,18,20.0,0
9,265.0,11,22.0,0
6,52.0,27,21.0,0
12,19.0,26,18.0,1
12,65.5,26,28.0,1
3,60.0,25,23.0,0
10,4.0,29,43.0,0
2,90.0,8,25.0,0
12,57.0,26,41.0,1
11,227.0,23,35.0,0
13,62.0,14,41.0,0
7,5.0,26,27.0,0
0,1.0,12,18.0,0
7,10.0,21,38.0,0
7,5.0,26,40.0,0
4,31.0,1,50.0,0
12,71.0,21,30.0,1
12,59.0,26,18.0,1
12,91.5,26,40.0,1
12,35.0,27,29.0,1
12,42.0,21,38.0,1
12,37.0,21,44.0,1
12,32.0,18,30.0,1
3,25.0,0,20.0,0
12,8.0,24,29.0,1
12,9.0,26,32.0,1
11,185.0,12,18.0,0
9,53.0,18,37.0,0
11,265.0,12,43.0,0
12,56.0,26,28.0,1
13,265.0,13,42.0,0
12,29.0,21,38.0,1
11,202.0,10,41.0,0
3,14.0,1,18.0,0
6,78.0,21,34.0,0
12,85.0,16,25.0,1
12,57.0,22,21.0,1
12,59.5,18,60.0,1
8,2.0,2,35.0,0
12,21.0,18,33.0,1
1,5.0,8,59.0,0
12,101.0,18,50.0,1
12,61.0,26,31.0,1
12,81.5,21,38.0,1
12,59.0,27,32.0,1
12,251.0,0,43.0,1
3,23.0,25,21.0,0
0,1.0,0,27.0,0
12,48.5,18,37.0,1
12,55.0,26,36.0,1
12,6.0,21,39.0,1
11,68.0,11,42.0,0
10,3.0,7,27.0,0
6,82.0,16,31.0,0
12,238.0,9,18.0,1
12,43.0,16,35.0,1
12,89.0,0,41.0,1
7,2.0,31,46.0,0
12,77.0,3,28.0,1
12,49.0,22,24.0,1
11,67.0,14,53.0,0
0,1.0,32,22.0,0
12,41.0,18,35.0,1
7,7.0,26,39.0,0
12,157.0,8,18.0,1
12,68.0,19,22.0,1
12,36.0,18,51.0,1
12,49.0,27,34.0,1
0,3.0,29,18.0,0
7,7.0,27,35.0,0
3,20.0,25,33.0,0
12,45.0,18,31.0,1
12,62.5,26,34.0,1
13,1.0,32,34.0,0
11,103.0,5,19.0,0
4,11.0,24,32.0,0
7,10.0,18,30.0,0
9,29.0,31,34.0,0
9,26.0,2,28.0,0
12,29.0,21,50.0,1
6,169.0,19,27.0,0
1,5.0,10,42.0,0
12,51.0,26,25.0,1
12,50.0,3,18.0,1
12,37.0,18,35.0,1
4,35.0,6,33.0,0
3,47.0,11,22.0,0
3,20.0,14,21.0,0
2,37.0,23,25.0,0
12,39.5,27,26.0,1
7,4.0,22,41.0,0
11,81.0,8,46.0,0
12,92.0,5,19.0,1
1,51.0,25,45.0,0
11,227.0,1,36.0,0
12,45.0,26,39.0,1
4,40.0,10,18.0,0
8,7.0,22,34.0,0
12,53.0,21,18.0,1
12,86.0,31,37.0,1
12,9.5,26,20.0,1
12,38.0,22,53.0,1
8,5.0,30,38.0,0
12,33.5,27,33.0,1
8,2.0,27,34.0,0
4,13.0,24,26.0,0
12,78.0,5,32.0,1
12,45.0,21,32.0,1
12,71.5,27,34.0,1
3,58.0,28,27.0,0
12,36.0,27,20.0,1
2,36.0,8,20.0,0
7,2.0,21,35.0,0
0,3.0,5,28.0,0
12,56.0,18,30.0,1
12,68.0,25,53.0,1
7,5.0,21,35.0,0
8,7.0,26,46.0,0
12,133.0,18,41.0,1
12,82.0,27,35.0,1
5,74.0,26,31.0,0
6,141.0,31,20.0,0
12,111.0,10,47.0,1
12,22.5,18,37.0,1
2,89.0,5,40.0,0
3,23.5,20,25.0,0
11,190.0,0,39.0,0
11,228.0,7,18.0,0
3,26.0,5,18.0,0
12,25.0,27,23.0,1
11,223.0,28,19.0,0
8,4.0,22,53.0,0
12,8.5,21,46.0,1
6,174.0,31,27.0,0
11,172.0,7,35.0,0
12,159.0,11,29.0,1
11,172.0,28,55.0,0
12,48.0,19,18.0,1
12,8.5,21,46.0,1
2,83.0,23,30.0,0
8,10.0,26,39.0,0
6,129.0,2,50.0,0
12,95.0,15,46.0,1
12,18.5,18,36.0,1
3,12.0,23,24.0,0
12,67.0,18,45.0,1
11,238.0,20,18.0,0
8,9.0,27,18.0,0
12,32.0,31,50.0,1
11,235.0,25,49.0,0
12,77.5,26,36.0,1
6,174.0,27,29.0,0
12,89.0,18,38.0,1
3,44.0,20,29.0,0
12,58.5,27,28.0,1
3,23.0,7,33.0,0
12,54.0,18,40.0,1
12,63.0,18,35.0,1
12,137.0,26,38.0,1
3,32.0,6,20.0,0
12,159.0,9,18.0,1
7,1.0,3,37.0,0
12,12.0,21,37.0,1
8,2.0,31,38.0,0
12,13.0,27,29.0,1
12,48.5,27,39.0,1
8,8.0,26,32.0,0
2,120.0,6,33.0,0
7,9.0,21,38.0,0
12,96.0,3,40.0,1
2,54.0,29,23.0,0
11,122.0,0,24.0,0
11,82.0,9,21.0,0
12,39.0,18,30.0,1
12,99.0,26,43.0,1
3,18.0,7,43.0,0
2,38.0,13,29.0,0
2,42.0,24,49.0,0
12,43.0,26,27.0,1
7,5.0,27,32.0,0
12,10.0,26,32.0,1
8,3.0,18,18.0,0
7,1.0,30,33.0,0
12,9.0,3,18.0,1
12,99.0,21,43.0,1
12,108.0,27,44.0,1
11,249.0,23,20.0,0
12,16.5,18,60.0,1
12,99.0,30,21.0,1
12,68.0,26,39.0,1
6,138.0,21,34.0,0
7,8.0,16,37.0,0
7,4.0,3,42.0,0
12,45.0,3,35.0,1
11,145.0,25,34.0,0
12,79.5,26,23.0,1
12,21.0,4,19.0,1
3,27.0,11,25.0,0
12,38.0,18,43.0,1
2,55.0,5,18.0,0
5,92.0,27,31.0,0
6,105.0,21,33.0,0
7,1.0,3,52.0,0
8,9.0,21,36.0,0
12,197.0,28,39.0,1
0,5.0,11,36.0,0
12,31.5,3,48.0,1
3,55.0,6,31.0,0
12,87.0,18,47.0,1
10,1.0,29,31.0,0
12,20.5,26,43.0,1
6,63.0,22,40.0,0
12,85.0,18,31.0,1
9,26.5,3,36.0,0
1,1.0,25,21.0,0
6,50.0,21,22.0,0
3,18.0,1,34.0,0
11,99.0,7,40.0,0
12,51.0,18,38.0,1
11,98.0,24,19.0,0
6,51.0,18,31.0,0
8,8.0,31,48.0,0
12,42.5,18,31.0,1
3,44.0,6,40.0,0
6,164.0,27,45.0,0
12,17.0,27,35.0,1
12,44.5,27,38.0,1
4,31.0,14,30.0,0
12,133.0,14,51.0,1
7,6.0,26,22.0,0
12,122.0,27,23.0,1
2,47.0,25,37.0,0
10,2.0,5,32.0,0
11,265.0,5,22.0,0
12,265.0,14,45.0,1
13,172.0,5,19.0,0
12,25.0,21,39.0,1
11,88.0,9,33.0,0
12,127.0,26,38.0,1
7,4.0,18,47.0,0
12,52.0,17,32.0,1
12,103.0,3,37.0,1
12,17.5,18,34.0,1
2,91.0,28,18.0,0
12,181.0,32,30.0,1
7,1.0,22,18.0,0
10,1.0,1,33.0,0
6,106.0,22,54.0,0
12,17.5,21,43.0,1
0,2.0,9,38.0,0
7,4.0,18,30.0,0
8,6.0,26,46.0,0
0,2.0,32,52.0,0
13,149.0,25,49.0,0
12,39.0,3,37.0,1
11,134.0,9,23.0,0
12,43.5,18,29.0,1
12,76.0,27,28.0,1
6,61.0,27,18.0,0
1,9.0,13,60.0,0
6,111.0,18,37.0,0
13,170.0,13,42.0,0
12,250.0,17,48.0,1
6,16.0,16,41.0,0
10,8.0,25,27.0,0
6,110.0,19,31.0,0
12,32.0,16,37.0,1
12,34.0,19,29.0,1
3,59.0,10,40.0,0
12,84.0,19,25.0,1
12,10.0,18,36.0,1
12,90.0,21,43.0,1
12,14.0,15,44.0,1
12,159.0,18,51.0,1
12,45.5,19,23.0,1
12,39.0,18,32.0,1
1,3.0,0,34.0,0
13,227.0,23,42.0,0
11,221.0,12,31.0,0
11,265.0,10,24.0,0
1,5.0,20,37.0,0
6,57.0,21,35.0,0
12,38.0,18,18.0,1
12,265.0,24,50.0,1
8,3.0,31,21.0,0
12,265.0,23,27.0,1
12,54.5,26,24.0,1
13,265.0,9,31.0,0
7,9.0,21,21.0,0
3,34.0,24,18.0,0
12,47.5,19,29.0,1
12,196.0,7,36.0,1
13,203.0,8,39.0,0
12,117.0,26,37.0,1
5,116.0,26,45.0,0
8,10.0,16,40.0,0
11,177.0,32,37.0,0
12,87.0,27,41.0,1
12,99.0,26,31.0,1
12,113.0,18,30.0,1
4,60.0,25,44.0,0
12,147.0,8,49.0,1
13,265.0,24,25.0,0
8,4.0,27,37.0,0
12,46.0,19,37.0,1
12,85.0,9,25.0,1
10,3.0,7,41.0,0
7,9.0,21,53.0,0
6,49.0,26,18.0,0
12,8.0,18,41.0,1
7,9.0,27,21.0,0
11,170.0,11,35.0,0
5,79.0,22,32.0,0
4,5.0,25,33.0,0
12,22.0,22,34.0,1
13,149.0,6,40.0,0
6,138.0,22,38.0,0
6,143.0,22,29.0,0
6,29.0,26,23.0,0
12,52.0,27,33.0,1
7,10.0,21,18.0,0
12,10.0,18,39.0,1
12,114.0,26,23.0,1
13,111.0,32,38.0,0
13,265.0,12,29.0,0
2,9.0,11,44.0,0
12,56.0,3,38.0,1
8,1.0,19,23.0,0
11,79.0,8,37.0,0
3,40.0,28,39.0,0
2,85.0,25,32.0,0
12,49.0,26,18.0,1
12,265.0,6,20.0,1
1,1.0,28,18.0,0
7,7.0,27,25.0,0
5,101.0,3,53.0,0
12,51.0,26,26.0,1
12,263.0,20,34.0,1
1,7.0,28,18.0,0
8,9.0,3,18.0,0
12,199.0,5,24.0,1
12,41.0,26,31.0,1
7,9.0,26,27.0,0
12,43.0,31,36.0,1
12,47.0,21,32.0,1
5,53.0,22,31.0,0
13,71.0,8,32.0,0
12,10.0,26,21.0,1
13,234.0,32,34.0,0
3,15.0,12,41.0,0
12,63.0,19,18.0,1
12,118.0,11,33.0,1
12,73.0,31,52.0,1
12,41.0,26,33.0,1
8,8.0,22,22.0,0
5,83.0,16,49.0,0
11,239.0,25,33.0,0
13,135.0,13,48.0,0
2,72.0,24,18.0,0
7,7.0,18,34.0,0
12,48.0,15,32.0,1
12,48.0,21,39.0,1
12,87.5,21,37.0,1
12,8.0,18,33.0,1
12,94.0,21,33.0,1
0,1.0,6,36.0,0
12,86.0,18,38.0,1
12,102.5,26,33.0,1
10,8.0,7,30.0,0
12,53.0,21,35.0,1
12,24.0,3,47.0,1
12,7.0,21,32.0,1
12,18.5,18,36.0,1
7,3.0,2,19.0,0
12,81.0,18,32.0,1
12,87.0,26,28.0,1
3,41.0,14,37.0,0
6,152.0,27,18.0,0
3,53.0,12,30.0,0
12,88.0,16,41.0,1
12,56.0,21,30.0,1
0,4.0,12,22.0,0
10,5.0,9,18.0,0
12,49.5,22,46.0,1
8,10.0,30,30.0,0
12,60.0,18,40.0,1
2,27.0,6,42.0,0
8,4.0,22,18.0,0
12,87.0,10,42.0,1
12,98.0,24,24.0,1
12,75.0,18,32.0,1
10,8.0,7,27.0,0
2,101.0,20,18.0,0
11,217.0,13,18.0,0
12,183.0,8,19.0,1
12,35.5,26,43.0,1
12,86.0,18,35.0,1
13,89.0,9,47.0,0
12,81.5,16,38.0,1
3,55.0,12,35.0,0
7,10.0,27,25.0,0
12,89.0,18,38.0,1
13,263.0,7,35.0,0
10,6.0,10,46.0,0
6,32.0,18,22.0,0
2,58.0,28,30.0,0
0,2.0,6,27.0,0
6,80.0,19,47.0,0
8,3.0,31,22.0,0
12,10.0,16,32.0,1
12,27.0,18,41.0,1
6,112.0,27,49.0,0
12,56.0,21,45.0,1
11,265.0,7,43.0,0
8,10.0,21,20.0,0
12,4.0,18,59.0,1
9,31.0,3,31.0,0
7,9.0,21,18.0,0
4,29.0,20,37.0,0
11,253.0,1,22.0,0
3,40.0,8,32.0,0
2,23.0,10,49.0,0
12,149.0,8,31.0,1
12,106.0,16,19.0,1
12,202.0,28,18.0,1
6,168.0,22,43.0,0
3,33.0,9,42.0,0
7,6.0,26,40.0,0
7,3.0,30,18.0,0
7,2.0,2,23.0,0
13,95.0,0,27.0,0
3,37.0,8,27.0,0
7,8.0,16,22.0,0
7,8.0,27,36.0,0
6,58.0,2,32.0,0
4,29.0,20,23.0,0
7,8.0,8,52.0,0
12,89.0,9,40.0,1
12,42.0,21,48.0,1
12,8.5,21,40.0,1
12,168.0,20,40.0,1
11,265.0,11,18.0,0
12,76.5,3,32.0,1
6,71.0,2,18.0,0
12,9.0,18,32.0,1
12,97.0,21,59.0,1
12,92.0,21,38.0,1
7,8.0,18,43.0,0
7,7.0,27,30.0,0
7,1.0,30,18.0,0
12,10.0,21,55.0,1
12,32.0,26,18.0,1
13,244.0,13,38.0,0
3,36.0,0,34.0,0
11,154.0,32,29.0,0
0,2.0,28,30.0,0
12,138.0,5,49.0,1
12,60.0,27,32.0,1
12,32.0,21,57.0,1
0,1.0,6,18.0,0
12,16.0,26,18.0,1
5,90.0,16,35.0,0
8,3.0,2,33.0,0
12,26.0,26,35.0,1
8,4.0,27,46.0,0
12,119.5,27,40.0,1
4,19.0,20,46.0,0
12,17.0,19,27.0,1
10,5.0,8,33.0,0
12,42.0,18,34.0,1
4,50.0,23,30.0,0
2,90.0,6,38.0,0
11,224.0,9,44.0,0
12,34.0,26,31.0,1
12,49.5,21,36.0,1
12,54.0,21,60.0,1
10,2.0,14,56.0,0
12,18.0,27,33.0,1
12,18.0,18,44.0,1
5,102.0,31,30.0,0
12,6.0,3,18.0,1
5,79.0,3,38.0,0
12,7.0,18,36.0,1
8,6.0,27,25.0,0
12,210.0,9,42.0,1
12,9.0,21,37.0,1
7,4.0,22,21.0,0
12,57.0,19,52.0,1
11,180.0,32,35.0,0
4,45.0,10,40.0,0
2,19.0,20,32.0,0
13,138.0,10,40.0,0
12,41.0,31,39.0,1
0,1.0,20,44.0,0
3,33.0,0,51.0,0
3,59.0,24,44.0,0
12,64.5,27,32.0,1
6,167.0,18,34.0,0
12,245.0,20,53.0,1
7,9.0,31,49.0,0
12,154.0,23,26.0,1
12,56.0,18,38.0,1
6,165.0,3,34.0,0
6,62.0,30,37.0,0
13,241.0,28,34.0,0
12,161.0,18,36.0,1
11,127.0,32,21.0,0
10,8.0,29,26.0,0
6,179.0,22,37.0,0
2,63.0,11,19.0,0
2,110.0,20,21.0,0
9,12.0,19,32.0,0
12,70.0,18,46.0,1
12,126.0,15,36.0,1
12,58.0,22,34.0,1
12,31.0,21,39.0,1
12,130.0,13,50.0,1
8,3.0,31,44.0,0
12,78.5,21,46.0,1
6,24.0,22,41.0,0
7,3.0,26,47.0,0
7,1.0,26,28.0,0
6,68.0,18,19.0,0
11,265.0,11,27.0,0
7,9.0,27,22.0,0
10,2.0,1,28.0,0
12,105.0,30,32.0,1
4,28.0,7,18.0,0
13,214.0,14,39.0,0
11,141.0,14,50.0,0
12,161.0,17,21.0,1
3,31.0,1,39.0,0
6,35.0,27,38.0,0
12,97.0,25,33.0,1
7,8.0,22,37.0,0
0,4.0,12,32.0,0
12,213.0,3,54.0,1
2,29.0,25,18.0,0
12,35.5,27,18.0,1
11,206.0,10,42.0,0
12,53.5,26,23.0,1
12,35.0,17,60.0,1
12,32.5,18,45.0,1
2,97.0,1,19.0,0
5,17.0,2,60.0,0
8,1.0,27,26.0,0
1,6.0,1,22.0,0
12,265.0,0,20.0,1
6,173.0,27,18.0,0
12,74.0,18,42.0,1
13,265.0,24,19.0,0
12,112.5,27,30.0,1
12,47.5,27,19.0,1
12,17.5,18,29.0,1
12,50.0,3,18.0,1
12,5.5,21,31.0,1
0,1.0,11,22.0,0
3,25.0,1,18.0,0
12,210.0,7,34.0,1
8,9.0,21,36.0,0
8,10.0,18,18.0,0
2,82.0,25,24.0,0
7,3.0,16,33.0,0
12,102.5,21,33.0,1
0,1.0,20,45.0,0
12,108.0,25,18.0,1
12,81.0,8,24.0,1
12,68.0,26,34.0,1
12,26.0,19,29.0,1
6,168.0,3,29.0,0
12,40.0,22,29.0,1
7,6.0,27,24.0,0
13,108.0,23,33.0,0
12,54.0,19,29.0,1
3,36.0,0,19.0,0
5,86.0,18,32.0,0
12,86.5,15,38.0,1
8,6.0,27,27.0,0
12,97.0,10,37.0,1
1,2.0,6,36.0,0
12,51.0,27,32.0,1
3,11.0,32,39.0,0
10,5.0,11,38.0,0
12,265.0,20,49.0,1
12,100.0,12,38.0,1
10,2.0,0,30.0,0
10,6.0,8,18.0,0
12,70.0,21,31.0,1
7,6.0,31,25.0,0
2,36.0,11,37.0,0
7,9.0,26,43.0,0
12,10.0,27,27.0,1
11,160.0,14,21.0,0
12,104.0,21,34.0,1
12,32.0,26,37.0,1
12,13.0,19,18.0,1
12,37.5,3,24.0,1
12,30.5,18,46.0,1
5,73.0,16,33.0,0
2,41.0,25,32.0,0
12,251.0,28,43.0,1
13,210.0,14,34.0,0
12,115.0,26,25.0,1
2,23.0,1,38.0,0
13,265.0,10,40.0,0
2,120.0,24,24.0,0
2,49.0,10,32.0,0
12,24.0,22,33.0,1
12,100.0,31,31.0,1
13,131.0,1,21.0,0
12,49.5,19,41.0,1
7,2.0,22,24.0,0
4,18.0,29,27.0,0
6,156.0,21,44.0,0
12,59.5,21,41.0,1
12,56.5,3,18.0,1
4,13.0,13,40.0,0
1,10.0,10,45.0,0
6,43.0,3,57.0,0
12,143.0,3,18.0,1
12,6.0,22,18.0,1
1,7.0,0,38.0,0
11,253.0,11,57.0,0
12,57.0,17,40.0,1
12,54.0,21,35.0,1
12,44.0,7,43.0,1
3,49.0,32,22.0,0
12,52.0,26,30.0,1
1,5.0,12,28.0,0
8,5.0,27,43.0,0
11,234.0,6,18.0,0
11,112.0,5,18.0,0
9,54.0,22,33.0,0
12,10.0,18,18.0,1
2,104.0,14,34.0,0
11,237.0,14,25.0,0
11,196.0,7,41.0,0
9,22.0,30,19.0,0
9,54.0,3,45.0,0
8,1.0,27,23.0,0
12,236.0,8,29.0,1
6,65.0,3,18.0,0
7,5.0,18,32.0,0
12,34.0,3,32.0,1
2,54.0,9,18.0,0
6,109.5,18,46.0,0
12,145.0,27,37.0,1
11,265.0,1,34.0,0
2,117.0,10,25.0,0
12,13.0,7,39.0,1
12,9.0,26,42.0,1
10,8.0,28,31.0,0
6,141.0,30,32.0,0
6,87.0,16,46.0,0
11,112.0,9,32.0,0
12,7.5,26,29.0,1
11,253.0,10,18.0,0
13,134.0,8,39.0,0
12,176.0,26,35.0,1
4,44.0,7,55.0,0
6,88.0,16,18.0,0
7,7.0,26,36.0,0
0,3.0,20,33.0,0
3,28.0,11,18.0,0
12,59.0,26,32.0,1
12,118.0,25,26.0,1
7,4.0,18,35.0,0
12,30.0,26,40.0,1
12,92.0,21,38.0,1
12,65.0,26,37.0,1
12,218.0,0,43.0,1
3,19.0,32,27.0,0
12,28.0,21,33.0,1
12,71.0,28,47.0,1
6,94.0,27,23.0,0
12,81.5,27,26.0,1
8,10.0,31,33.0,0
1,3.0,7,33.0,0
12,32.0,21,18.0,1
6,74.0,27,26.0,0
7,2.0,22,24.0,0
7,4.0,18,22.0,0
11,265.0,12,34.0,0
12,36.5,19,25.0,1
3,19.0,13,34.0,0
13,133.0,6,32.0,0
12,37.0,19,25.0,1
12,7.0,22,26.0,1
12,140.0,27,18.0,1
3,13.0,8,18.0,0
12,165.0,20,32.0,1
11,265.0,25,45.0,0
8,9.0,19,50.0,0
10,7.0,29,29.0,0
11,129.0,7,46.0,0
8,10.0,3,40.0,0
10,2.0,28,53.0,0
0,3.0,24,29.0,0
8,2.0,26,21.0,0
6,155.0,18,43.0,0
2,26.0,32,20.0,0
12,81.5,18,38.0,1
7,3.0,18,30.0,0
11,144.0,32,37.0,0
12,230.0,25,31.0,1
12,100.0,13,18.0,1
12,58.0,19,25.0,1
1,9.0,14,31.0,0
9,45.0,27,50.0,0
12,43.0,19,25.0,1
12,24.0,15,31.0,1
13,265.0,0,23.0,0
3,42.0,24,18.0,0
3,48.0,0,34.0,0
12,141.0,8,18.0,1
6,149.0,16,29.0,0
12,138.0,25,42.0,1
3,34.0,13,52.0,0
12,10.0,21,30.0,1
12,30.0,3,20.0,1
12,52.5,21,35.0,1
7,3.0,21,37.0,0
7,5.0,21,40.0,0
11,208.0,28,26.0,0
11,209.0,9,24.0,0
2,47.0,24,24.0,0
7,6.0,31,42.0,0
2,97.0,29,25.0,0
12,157.0,11,41.0,1
8,6.0,21,29.0,0
12,99.0,8,37.0,1
12,6.0,21,32.0,1
12,10.0,21,46.0,1
11,131.0,11,19.0,0
12,69.5,26,34.0,1
6,65.0,2,19.0,0
12,131.0,18,44.0,1
3,41.0,14,36.0,0
0,4.0,28,47.0,0
12,127.0,21,42.0,1
12,146.0,10,44.0,1
0,1.0,14,42.0,0
12,26.5,21,35.0,1
12,46.0,21,25.0,1
12,98.0,18,46.0,1
2,110.0,20,37.0,0
8,5.0,22,20.0,0
12,16.0,26,41.0,1
12,32.0,22,18.0,1
12,171.0,31,49.0,1
12,66.5,19,26.0,1
12,42.0,18,47.0,1
12,60.0,19,37.0,1
12,102.0,22,22.0,1
6,57.0,27,28.0,0
11,134.0,23,27.0,0
2,47.0,32,18.0,0
12,265.0,7,35.0,1
6,126.0,22,43.0,0
8,4.0,3,27.0,0
12,139.0,3,27.0,1
12,14.0,21,31.0,1
12,45.0,4,39.0,1
12,135.0,27,33.0,1
12,48.0,21,37.0,1
6,168.0,3,58.0,0
5,112.0,3,18.0,0
2,60.0,24,25.0,0
12,5.5,18,44.0,1
11,235.0,1,39.0,0
8,2.0,21,23.0,0
8,1.0,31,32.0,0
10,78.0,29,25.0,0
